0,0,0,1111
-0.6075,0.18,2.25,1113
-0.4725,0.225,2.1375,1114
-0.4275,0.225,2.1825,1116
-0.5625,0.225,2.385,1117
2.2275,3.9375,5.0625,1119
41.22,40.05,9.765,1120
38.632,41.513,9.8775,1122
-13.86,8.775,31.073,1124
-19.8,-2.7675,69.705,1125
-18.247,-2.7675,71.325,1127
-8.1225,15.48,42.525,1128
54.675,15.435,61.853,1130
59.715,-2.835,157.07,1131
0,0,0,5052
4.23,0.1575,2.295,5055
4.23,0.1575,2.1375,5057
4.095,0.0675,2.25,5058
4.275,0.1125,2.115,5100
4.2975,0.0675,2.0925,5101
